iter	Passed	Remaining
531	19233	16919
532	19263	16877
533	19307	16849
534	19346	16815
535	19387	16783
536	19443	16764
537	19478	16727
538	19517	16692
539	19542	16647
540	19590	16620
541	19630	16588
542	19659	16546
543	19698	16511
544	19734	16475
545	19760	16431
546	19804	16400
547	19839	16363
548	19874	16326
549	19923	16300
550	19960	16265
551	19999	16231
552	20035	16195
553	20065	16153
554	20124	16135
555	20162	16100
556	20203	16068
557	20237	16030
558	20274	15995
559	20311	15959
560	20333	15911
561	20380	15884
562	20406	15839
563	20440	15801
564	20476	15764
565	20514	15730
566	20555	15697
567	20607	15673
568	20648	15640
569	20689	15607
570	20719	15566
571	20756	15531
572	20788	15491
573	20822	15453
574	20872	15427
575	20901	15385
576	20935	15348
577	20976	15315
578	21020	15284
579	21047	15241
580	21097	15215
581	21134	15178
582	21179	15149
583	21216	15113
584	21261	15083
585	21303	15050
586	21340	15014
587	21377	14978
588	21409	14939
589	21456	14910
590	21493	14874
591	21534	14841
592	21562	14799
593	21613	14772
594	21684	14760
595	21739	14736
596	21770	14696
597	21804	14657
598	21843	14623
599	21874	14583
600	21915	14549
601	21948	14510
602	21992	14479
603	22034	14446
604	22088	14421
605	22120	14381
606	22172	14355
607	22220	14326
608	22258	14290
609	22294	14254
610	22329	14216
611	22364	14178
612	22408	14146
613	22440	14107
614	22475	14070
615	22522	14039
616	22562	14005
617	22605	13973
618	22629	13928
619	22668	13893
620	22701	13855
621	22748	13824
622	22779	13784
623	22822	13751
624	22857	13714
625	22896	13679
626	22944	13649
627	22971	13607
628	23002	13567
629	23039	13531
630	23082	13498
631	23118	13461
632	23154	13424
633	23208	13398
634	23255	13367
635	23295	13332
636	23336	13298
637	23356	13252
638	23389	13213
639	23424	13176
640	23471	13145
641	23518	13114
642	23556	13078
643	23592	13041
644	23637	13009
645	23683	12978
646	23722	12942
647	23761	12907
648	23789	12866
649	23822	12827
650	23860	12791
651	23902	12757
652	23933	12717
653	23973	12683
654	24012	12647
655	24043	12608
656	24075	12568
657	24126	12539
658	24166	12505
659	24220	12477
660	24265	12444
661	24289	12401
662	24335	12369
663	24376	12335
664	24413	12298
665	24445	12259
666	24488	12225
667	24521	12187
668	24558	12150
669	24595	12114
670	24640	12081
671	24676	12044
672	24728	12015
673	24760	11975
674	24807	11944
675	24841	11906
676	24880	11870
677	24914	11832
678	24961	11800
679	25000	11764
680	25041	11730
681	25082	11695
682	25111	11655
683	25152	11620
684	25181	11579
685	25241	11553
686	25277	11516
687	25323	11484
688	25379	11455
689	25410	11416
690	25453	11382
691	25485	11343
692	25515	11303
693	25543	11262
694	25583	11227
695	25621	11191
696	25659	11154
697	25717	11126
698	25750	11088
699	25791	11053
700	25814	11010
701	25868	10981
702	25905	10944
703	25942	10907
704	25989	10875
705	26017	10834
706	26050	10795
707	26077	10754
708	26117	10719
709	26163	10686
710	26201	10650
711	26268	10625
712	26301	10587
713	26358	10558
714	26396	10521
715	26420	10479
716	26457	10442
717	26491	10404
718	26526	10367
719	26564	10330
720	26606	10295
721	26643	10258
722	26696	10228
723	26743	10194
724	26785	10160
725	26822	10122
726	26855	10084
727	26908	10053
728	26946	10016
729	26975	9977
730	27021	9943
731	27052	9904
732	27087	9866
733	27122	9829
734	27155	9790
735	27193	9754
736	27226	9715
737	27273	9682
738	27322	9649
739	27358	9612
740	27399	9576
741	27429	9537
742	27485	9507
743	27523	9470
744	27559	9433
745	27577	9389
746	27621	9355
747	27647	9314
748	27693	9280
749	27733	9244
750	27777	9209
751	27815	9173
752	27861	9139
753	27887	9098
754	27935	9065
755	27972	9028
756	28002	8988
757	28033	8950
758	28077	8915
759	28105	8875
760	28142	8838
761	28174	8800
762	28213	8763
763	28247	8725
764	28298	8693
765	28340	8657
766	28376	8620
767	28423	8586
768	28463	8550
769	28498	8512
770	28531	8474
771	28579	8440
772	28626	8406
773	28669	8371
774	28702	8333
775	28746	8298
776	28796	8264
777	28837	8228
778	28887	8195
779	28925	8158
780	28963	8121
781	28997	8083
782	29028	8044
783	29065	8007
784	29107	7972
785	29142	7934
786	29174	7896
787	29228	7863
788	29266	7826
789	29287	7785
790	29334	7750
791	29373	7714
792	29405	7675
793	29446	7639
794	29481	7602
795	29538	7570
796	29575	7532
797	29610	7495
798	29645	7457
799	29684	7421
800	29721	7384
801	29759	7347
802	29800	7311
803	29838	7273
804	29866	7234
805	29903	7197
806	29934	7159
807	29974	7122
808	30011	7085
809	30055	7049
810	30085	7011
811	30130	6975
812	30170	6939
813	30200	6900
814	30240	6864
815	30274	6826
816	30312	6789
817	30372	6757
818	30410	6720
819	30451	6684
820	30497	6649
821	30538	6612
822	30575	6575
823	30629	6542
824	30668	6505
825	30698	6466
826	30726	6427
827	30763	6390
828	30793	6351
829	30830	6314
830	30848	6273
831	30875	6234
832	30917	6198
833	30947	6159
834	30986	6123
835	31027	6086
836	31068	6050
837	31126	6017
838	31157	5978
839	31206	5944
840	31243	5907
841	31286	5870
842	31335	5835
843	31394	5802
844	31434	5766
845	31478	5730
846	31508	5691
847	31551	5655
848	31599	5620
849	31640	5583
850	31673	5545
851	31707	5507
852	31735	5469
853	31773	5431
854	31807	5394
855	31828	5354
856	31847	5314
857	31895	5278
858	31910	5238
859	31943	5200
860	31986	5163
861	32022	5126
862	32052	5088
863	32086	5050
864	32124	5013
865	32167	4977
866	32198	4939
867	32246	4903
868	32280	4866
869	32312	4828
870	32344	4790
871	32406	4756
872	32438	4718
873	32479	4682
874	32517	4645
875	32557	4608
876	32600	4572
877	32637	4535
878	32660	4495
879	32708	4460
880	32753	4424
881	32767	4383
882	32809	4347
883	32850	4310
884	32897	4274
885	32927	4236
886	32960	4199
887	32998	4161
888	33024	4123
889	33060	4086
890	33108	4050
891	33150	4013
892	33194	3977
893	33224	3939
894	33262	3902
895	33310	3866
896	33351	3829
897	33380	3791
898	33449	3757
899	33490	3721
900	33530	3684
901	33563	3646
902	33597	3609
903	33638	3572
904	33676	3535
905	33725	3499
906	33764	3462
907	33806	3425
908	33828	3386
909	33882	3351
910	33926	3314
911	33966	3277
912	34005	3240
913	34046	3203
914	34082	3166
915	34124	3129
916	34160	3091
917	34201	3055
918	34236	3017
919	34272	2980
920	34312	2943
921	34347	2905
922	34380	2868
923	34424	2831
924	34487	2796
925	34540	2760
926	34583	2723
927	34625	2686
928	34653	2648
929	34720	2613
930	34757	2575
931	34793	2538
932	34832	2501
933	34878	2464
934	34931	2428
935	34971	2391
936	35003	2353
937	35046	2316
938	35083	2279
939	35114	2241
940	35165	2204
941	35200	2167
942	35237	2129
943	35276	2092
944	35320	2055
945	35357	2018
946	35395	1980
947	35431	1943
948	35495	1907
949	35529	1869
950	35568	1832
951	35609	1795
952	35646	1758
953	35676	1720
954	35701	1682
955	35749	1645
956	35793	1608
957	35833	1570
958	35856	1532
959	35893	1495
960	35945	1458
961	36010	1422
962	36047	1385
963	36088	1347
964	36116	1309
965	36156	1272
966	36199	1235
967	36228	1197
968	36274	1160
969	36310	1123
970	36340	1085
971	36378	1047
972	36398	1010
973	36435	972
974	36464	934
975	36526	898
976	36562	860
977	36602	823
978	36647	786
979	36688	748
980	36719	711
981	36758	673
982	36799	636
983	36841	599
984	36877	561
985	36919	524
986	36961	486
987	37013	449
988	37044	412
989	37080	374
990	37123	337
991	37172	299
992	37208	262
993	37257	224
994	37296	187
995	37328	149
996	37370	112
997	37414	74
998	37453	37
999	37497	0
