iter	Logloss
303	0.1455488183
304	0.1455312851
305	0.1454974364
306	0.1454925424
307	0.1454368191
308	0.1454296747
309	0.1453870813
310	0.1453352808
311	0.1453188788
312	0.1453006096
313	0.1452959667
314	0.1452836711
315	0.14526589
316	0.1452056202
317	0.1451854688
318	0.1451352923
319	0.1450995749
320	0.1450731062
321	0.1450494543
322	0.1450221518
323	0.1449967351
324	0.1449634209
325	0.1449429598
326	0.1449073667
327	0.1448962051
328	0.1448616379
329	0.1448415944
330	0.1448413878
331	0.1448330994
332	0.14482403
333	0.1447962154
334	0.1447888488
335	0.1447525924
336	0.1447264244
337	0.1447000027
338	0.1446919535
339	0.1446654375
340	0.1446498397
341	0.1446137823
342	0.1445935052
343	0.1445791475
344	0.1445564039
345	0.1445255525
346	0.144503996
347	0.1444886721
348	0.1444607741
349	0.1444326542
350	0.1444252081
351	0.144397259
352	0.1443573372
353	0.1443430175
354	0.1443328386
355	0.1443120675
356	0.1443083998
357	0.1442676695
358	0.1441863018
359	0.144170911
360	0.1441450714
361	0.1441036588
362	0.1440543024
363	0.1440464035
364	0.1440145746
365	0.143986404
366	0.1439238722
367	0.1438950671
368	0.1438515444
369	0.1438286412
370	0.1438153264
371	0.1437809927
372	0.1437697911
373	0.1437438317
374	0.1437195248
375	0.1436901362
376	0.1436824398
377	0.1436245404
378	0.143604072
379	0.1435693075
380	0.1435235442
381	0.1435147992
382	0.1434974488
383	0.143482981
384	0.1434587564
385	0.1434476967
386	0.1434215558
387	0.143414621
388	0.1433953508
389	0.1433697117
390	0.1433633924
391	0.1433383419
392	0.1433010719
393	0.1432448623
394	0.143232958
395	0.1432175309
396	0.1431936023
397	0.1431758907
398	0.1431699156
399	0.1430940062
400	0.1430806259
401	0.1430575567
402	0.1430471547
403	0.1430358639
404	0.1430274991
405	0.1429939795
406	0.1429528808
407	0.1429117168
408	0.1428851996
409	0.1428468337
410	0.1428295678
411	0.1428179435
412	0.1427820003
413	0.1427587296
414	0.1427444426
415	0.1427076953
416	0.1426958162
417	0.1426779826
418	0.142669364
419	0.1426132279
420	0.142596814
421	0.1425678752
422	0.1425422771
423	0.1425032968
424	0.1424773942
425	0.1424428909
426	0.1424219361
427	0.1424018122
428	0.1423689554
429	0.1423457635
430	0.1423161634
431	0.1422984844
432	0.1422875148
433	0.1422597059
434	0.1422468559
435	0.1422040042
436	0.142180693
437	0.1421650428
438	0.1421375708
439	0.1421151729
440	0.1420967351
441	0.1420477092
442	0.1420384819
443	0.1420053392
444	0.1419928879
445	0.1419617641
446	0.1419373423
447	0.141916494
448	0.1418575863
449	0.1418055203
450	0.1417897639
451	0.1417606862
452	0.1417055419
453	0.1416400705
454	0.1416222922
455	0.1415864222
456	0.1415623037
457	0.141531696
458	0.1414833374
459	0.1414682083
460	0.1414546404
461	0.1414546384
462	0.1414452199
463	0.1414253894
464	0.1414181834
465	0.1413816059
466	0.141314155
467	0.1413080277
468	0.1413080237
469	0.1412951767
470	0.1412751573
471	0.141227193
472	0.1412109178
473	0.1411824473
474	0.1411577811
475	0.1411207656
476	0.1411108583
477	0.1410744443
478	0.1410627557
479	0.1410239235
480	0.1410163555
481	0.1409967612
482	0.1409277055
483	0.1408926271
484	0.1408563782
485	0.1408244477
486	0.1408242598
487	0.1408058601
488	0.1407922955
489	0.1407795055
490	0.1407665993
491	0.1407611346
492	0.1407550348
493	0.1407367028
494	0.140695765
495	0.1406817809
496	0.1406575909
497	0.1406068465
498	0.1405980053
499	0.1405916693
500	0.1405617787
501	0.1405428522
502	0.140518603
503	0.1404862209
504	0.1404807322
505	0.1404505908
506	0.1404286808
507	0.1403987534
508	0.1403758655
509	0.1403573751
510	0.1403505848
511	0.1403096423
512	0.1402839843
513	0.140275401
514	0.1402538111
515	0.1402468168
516	0.1402189912
517	0.1401600796
518	0.1401221229
519	0.1401088933
520	0.1400796717
521	0.1400618453
522	0.1399998713
523	0.1399741486
524	0.1399643021
525	0.1399317485
526	0.1398872919
527	0.139864197
528	0.1398308374
529	0.1397982101
530	0.1397835017
531	0.1397653092
532	0.139715039
533	0.1396488949
534	0.1396360892
535	0.1396041501
536	0.13956944
537	0.1395270607
538	0.1395187054
539	0.1395099611
540	0.1394832698
541	0.1394580365
542	0.1394243307
543	0.139380872
544	0.139334398
545	0.1393018935
546	0.139284867
547	0.1392607708
548	0.1392361576
549	0.1392285509
550	0.1391886021
551	0.1391474657
552	0.1391338365
553	0.1391274292
554	0.139095139
555	0.1390877222
556	0.13903451
557	0.1390037833
558	0.1389745431
559	0.1389554173
560	0.1389238355
561	0.1388953185
562	0.1388872935
563	0.1388789858
564	0.1388724384
565	0.1388569746
566	0.1388150549
567	0.1387961373
568	0.138786388
569	0.1387628225
570	0.1387198731
571	0.1387083787
572	0.138692933
573	0.1386909929
574	0.138673723
575	0.1386417651
576	0.138605933
577	0.138589826
578	0.1385393975
579	0.1385153878
580	0.1384937421
581	0.1384776641
582	0.1384265943
583	0.1384110667
584	0.138395233
585	0.1383770724
586	0.1383570011
587	0.1383341901
588	0.1383094297
589	0.1382708564
590	0.1382484448
591	0.1382017395
592	0.1381892319
593	0.138184964
594	0.1381628833
595	0.1381453436
596	0.1381272805
597	0.1380930477
598	0.1380591376
599	0.1380401286
600	0.1380303608
601	0.1380127431
602	0.1380042211
603	0.1379727588
604	0.1379561076
605	0.1379407917
606	0.1379238907
607	0.1378806603
608	0.1378642885
609	0.1378319758
610	0.1378111919
611	0.1377967518
612	0.1377772999
613	0.1377312861
614	0.1377094402
615	0.1376856086
616	0.1376698912
617	0.1376067907
618	0.137561281
619	0.137507135
620	0.1374873544
621	0.1374742061
622	0.1374690233
623	0.137445132
624	0.137440311
625	0.1374274685
626	0.1374050768
627	0.1373846471
628	0.1373694923
629	0.1373367346
630	0.1373296684
631	0.1373084718
632	0.1372933688
633	0.1372605778
634	0.1372284477
635	0.137182502
636	0.1371452564
637	0.1371180775
638	0.1370926044
639	0.1370777292
640	0.1370734824
641	0.137045393
642	0.1370181384
643	0.1369953983
644	0.1369759116
645	0.136953779
646	0.1369419656
647	0.1369025875
648	0.1368622753
649	0.1368365128
650	0.1368118712
651	0.1367879725
652	0.1367782672
653	0.1367447072
654	0.1367402152
655	0.1367171671
656	0.1367027296
657	0.1366690712
658	0.136658631
659	0.1366428369
660	0.1366227399
661	0.1366180972
662	0.1365790402
663	0.1365374041
664	0.13651157
665	0.1364982119
666	0.1364446554
667	0.1364349172
668	0.1363844005
669	0.1363666346
670	0.1363585667
671	0.1363470003
672	0.1363244744
673	0.1363056036
674	0.1362579344
675	0.1362347782
676	0.1362286392
677	0.1362168698
678	0.1361868383
679	0.1361608153
680	0.1361237614
681	0.1360893254
682	0.1360850316
683	0.1360758068
684	0.1360540453
685	0.1360305593
686	0.1360103993
687	0.1359758628
688	0.1359551544
689	0.1359151419
690	0.1358994143
691	0.1358736459
692	0.13583958
693	0.1358283634
694	0.1358158638
695	0.1357995177
696	0.1357565713
697	0.1357365016
698	0.1357143921
699	0.1356933464
700	0.1356699004
701	0.1356398846
702	0.1356226152
703	0.1355931618
704	0.1355781193
705	0.1355539511
706	0.1355433404
707	0.1355391625
708	0.1354944027
709	0.1354658903
710	0.1354564466
711	0.13543413
712	0.1354166671
713	0.1354017245
714	0.1353900495
715	0.135357703
716	0.1353523608
717	0.1353279485
718	0.1353165281
719	0.1352937345
720	0.1352780026
721	0.1352538621
722	0.1352277802
723	0.1352147302
724	0.1351626896
725	0.1351309542
726	0.1350996637
727	0.1350859178
728	0.1350492249
729	0.1350422789
730	0.1349880774
731	0.1349774086
732	0.1349632638
733	0.1349503489
734	0.1349386127
735	0.1349214405
736	0.1349009599
737	0.1348834242
738	0.1348722434
739	0.1348474797
740	0.1348429836
741	0.1348331506
742	0.1348057253
743	0.1348008332
744	0.13478092
745	0.1347375936
746	0.1346791465
747	0.1346490851
748	0.1346300079
749	0.1346117218
750	0.1345783493
751	0.1345617045
752	0.1345585572
753	0.1345342926
754	0.1345085215
755	0.1344757118
756	0.1344605775
757	0.1344412872
758	0.1344123242
759	0.1343724114
760	0.1343589562
761	0.1343313764
762	0.1343201949
763	0.1342988932
764	0.1342777779
765	0.1342627593
766	0.1342529866
767	0.1342424907
768	0.1342265788
769	0.1342120438
770	0.1341822742
771	0.1341694936
772	0.1341273283
773	0.1341112505
774	0.1341030023
775	0.1341000322
776	0.1340683639
777	0.1340181336
778	0.1340053788
779	0.1339794996
780	0.1339641774
781	0.133952878
782	0.1339431994
783	0.1339403917
784	0.1339147036
785	0.1338888994
786	0.1338832596
787	0.1338612463
788	0.1338405352
789	0.1338080889
790	0.133795522
791	0.1337575152
792	0.1337495671
793	0.1336981677
794	0.1336739617
795	0.1336612987
796	0.1336425382
797	0.1336284149
798	0.1336077246
799	0.1335931286
800	0.1335673474
801	0.1335338076
802	0.1334974699
803	0.1334859746
804	0.1334765922
805	0.1334643339
806	0.1334575198
807	0.1334392489
808	0.1334254181
809	0.1333791639
810	0.133374054
811	0.1333358525
812	0.1333147303
813	0.133295157
814	0.1332564588
815	0.133244196
816	0.1332116729
817	0.1332055504
818	0.1331855489
819	0.1331423515
820	0.1331266297
821	0.1331111815
822	0.1330987236
823	0.1330759883
824	0.1330565087
825	0.1330382643
826	0.1330310513
827	0.1330224408
828	0.1329651752
829	0.1329570672
830	0.132949406
831	0.1329354342
832	0.1329058822
833	0.1328984836
834	0.1328817715
835	0.1328576176
836	0.1328486876
837	0.1328069583
838	0.132802506
839	0.1327688457
840	0.1327492424
841	0.1327411705
842	0.1327343692
843	0.1327288057
844	0.132694938
845	0.1326793491
846	0.1326434019
847	0.1326356297
848	0.1326127092
849	0.1325901677
850	0.1325749883
851	0.1325636039
852	0.1325545369
853	0.132544281
854	0.1325322565
855	0.1325126292
856	0.1324832426
857	0.1324635233
858	0.132450031
859	0.1324339696
860	0.1324125755
861	0.1323997719
862	0.1323676227
863	0.1323520139
864	0.1323393224
865	0.1323275113
866	0.1323243566
867	0.1322932888
868	0.1322697211
869	0.1322571527
870	0.1322377247
871	0.1322076337
872	0.1321980449
873	0.1321637287
874	0.1321358857
875	0.1321267215
876	0.1321149011
877	0.1320980009
878	0.1320801352
879	0.1320658737
880	0.1320278483
881	0.1320109315
882	0.1319868173
883	0.1319839077
884	0.1319669008
885	0.1319625463
886	0.1319532812
887	0.1319337416
888	0.1319178083
889	0.1319081938
890	0.1318944684
891	0.1318776183
892	0.1318523193
893	0.1318272176
894	0.1318034582
895	0.1317689159
896	0.131733559
897	0.1317171
898	0.1317008164
899	0.1316851168
900	0.1316737853
901	0.1316616014
902	0.1316381223
903	0.1316197981
904	0.1316075984
905	0.1316048319
906	0.1315677904
907	0.1315552588
908	0.1315461344
909	0.13152976
910	0.1315184408
911	0.1315158365
912	0.1315065349
913	0.131480076
914	0.1314598328
915	0.1314491551
916	0.13143126
917	0.131409165
918	0.1313881062
919	0.1313672716
920	0.1313488159
921	0.1313268897
922	0.1313072882
923	0.1312769269
924	0.1312722704
925	0.1312282658
926	0.1312175766
927	0.1311729782
928	0.1311576775
929	0.1311414894
930	0.1311274722
931	0.1311155403
932	0.1311054915
933	0.1310987445
934	0.1310771633
935	0.1310708146
936	0.1310690615
937	0.1310580232
938	0.1310417971
939	0.1310197032
940	0.1310025565
941	0.1309702168
942	0.13095331
943	0.1308900466
944	0.1308636523
945	0.1308558816
946	0.1308385803
947	0.1308340044
948	0.1308173241
949	0.1307941889
950	0.1307830034
951	0.1307733972
952	0.1307715933
953	0.1307532181
954	0.1307411428
955	0.1307099226
956	0.1306941493
957	0.1306742843
958	0.1306226657
959	0.1306036829
960	0.1305555865
961	0.1305418121
962	0.1305156367
963	0.1305038901
964	0.1304921397
965	0.130478345
966	0.1304693675
967	0.1304417389
968	0.130432766
969	0.1304037166
970	0.1303832985
971	0.1303471221
972	0.1303266463
973	0.1303097223
974	0.1302889896
975	0.1302865572
976	0.1302581576
977	0.1302489954
978	0.130221611
979	0.1302068833
980	0.1301767119
981	0.1301444334
982	0.1301338101
983	0.1301261642
984	0.1300994288
985	0.130097794
986	0.1300718551
987	0.1300590399
988	0.1300400168
989	0.1300220966
990	0.1299969691
991	0.1299760272
992	0.1299679481
993	0.1299532742
994	0.1299343076
995	0.1299082381
996	0.1298751533
997	0.1298580702
998	0.1298329171
999	0.1298194748
